date,udp_0_to_512,udp_512_to_1232,udp_1232_to_1472,udp_over_1472,tcp_0_to_512,tcp_512_to_1232,tcp_1232_to_1472,tcp_over_1472
2017-09-12,764116018,1711593634,241747,28,263402,70859472,28359,53737
2017-09-13,782647266,1717390264,1130141,1133,301541,72656081,23582,110390
2017-09-14,794211885,1769895305,1768840,4218,355841,74445146,20462,76014
2017-09-15,717471295,1613822876,1661821,2443,490801,71313160,17060,39225
2017-09-16,706039994,1497477691,1170862,2884,401243,65671928,15741,24226
2017-09-17,691530196,1481494774,876992,3406,273489,64999189,16648,30906
2017-09-18,741541291,1657573499,1632615,2522,297190,70750004,17777,23002
2017-09-19,733177431,1732445873,3279353,2959,298220,78481872,133593,37125
2017-09-20,1243080129,1822336763,6048321,2448,312581,79211306,195459,7905
2017-09-21,1469295456,1779125289,6032127,2054,350338,74419932,168869,6523
2017-09-22,1330970022,1685054885,6135315,2416,401126,71378040,141207,8105
2017-09-23,892687727,1478123847,5809997,1586,298654,61114212,103795,6357
2017-09-24,656675667,1429141239,5669385,1231,330074,61909056,101973,6095
2017-09-25,688597709,1595128744,6012767,941,359898,70447443,103490,6003
2017-09-26,703923072,1693223430,6245070,914,331218,71169144,102653,4397
2017-09-27,687480108,1676559205,6307684,363,317667,71391213,100983,891
2017-09-28,669645856,1671578307,6198803,82,292361,72856173,101679,1177
2017-09-29,664409554,1700836078,6205650,594,294609,72139221,104135,1308
2017-09-30,629944339,1486975508,5779806,570,296734,65131655,96743,808
2017-10-01,676592384,1496822764,5741492,491,302746,65178261,98521,613
2017-10-02,714507029,1684160390,6288417,362,363511,69297553,106173,653
2017-10-03,604261203,1662907956,6328770,164,300176,71743376,114549,323
2017-10-04,679967344,1660403068,6539388,422,283153,70872149,111614,1010
2017-10-05,737631516,1674628671,6449513,241,306503,70483015,108613,546
2017-10-06,655757692,1704125825,6428848,244,308573,70117427,111532,515
2017-10-07,615104227,1594001521,5942395,223,273154,66928565,102104,692
2017-10-08,611791340,1538883876,5819798,364,315082,66913226,104423,689
2017-10-09,700262804,1755629770,6493509,345,386002,76159774,112585,857
2017-10-10,705689924,1751916873,6470505,344,357852,76296887,111715,1529
2017-10-11,698079284,1851886546,4265645,155,337530,72355620,67618,121902
2017-10-12,682745340,1914122617,1577212,359,365972,74660299,11739,899
2017-10-13,679460223,1745313653,1582943,302,368892,72808442,10631,607
2017-10-14,618668851,1678996677,1278998,553,277521,64801026,9999,1514
2017-10-15,601795964,1653860232,1237492,563,300544,67535414,11679,5978
2017-10-16,675449152,1697824053,1262074,478,315537,73859929,13234,14292
2017-10-17,684020892,1703309656,1261211,458,329576,81872802,18948,1343
2017-10-18,702680868,1768374543,1941726,876,365473,81286061,20753,2904
2017-10-19,784005275,1762991325,1943119,826,343725,79122448,17494,5459
2017-10-20,736528928,1762082351,1862949,846,379804,73752005,16116,11977
2017-10-21,632417306,1589703738,1490988,907,344159,69622822,12669,2495
2017-10-22,598074360,1570483086,1418283,287,323613,67442561,13693,1487
2017-10-23,699928457,1791348977,2026547,372,378063,101586036,15349,923
2017-10-24,908257200,2021762191,2079175,658,20287435,102088039,14022,1845
2017-10-25,1179285828,2166648831,2125199,379,76036724,97997912,17887,2098
2017-10-26,1172829733,2156762732,1510086,346,75614993,93804787,17151,1759
2017-10-27,1208257517,2126330927,1178627,260,77768820,89832908,16961,1717
2017-10-28,1020466277,1537535580,847415,255,56847770,69340935,14907,11062
2017-10-29,1140518587,2012870083,916091,526,61793925,84150330,17487,1473
2017-10-30,1225971217,2167407470,1253494,816,70071999,86798882,19470,1557
2017-10-31,1198565946,2226596044,1200364,568,75091177,91505898,19170,14158
2017-11-01,1204454846,2143059863,1147319,762,78912527,89053755,15932,2240
2017-11-02,1206276373,2180151645,1118838,2069,79808868,89067885,16445,17697
2017-11-03,1213242902,2161266135,1179716,1893,84780773,91779952,15092,18543
2017-11-04,1103199340,1987256852,719155,1622,72901802,88483695,14383,16191
2017-11-05,1089186868,1960301301,622973,1966,72008871,91586897,14337,14715
2017-11-06,1270083809,2067729982,904619,850,76599801,91481623,15724,5875
2017-11-07,1454182586,2202664308,903281,1020,74231767,91366015,15654,4761
2017-11-08,1300597336,2243926446,906568,906,75732649,88422465,16624,4004
2017-11-09,1218689413,2285786886,1134674,1755,81023236,88638484,15206,6044
2017-11-10,1208821860,2203221079,1133238,2153,68201509,86663237,15136,11819
2017-11-11,1107396252,1943928306,724868,1544,55376895,76885740,14436,5846
2017-11-12,1064229645,2002427760,730144,1755,67866613,78485375,13918,3952
2017-11-13,1152368342,2039938029,1117680,1307,80201202,82817163,14883,4670
2017-11-14,1189609029,1992821230,1107771,1556,95021568,85439581,132892,8101
2017-11-15,1186857240,1988656937,1180248,1170,80288239,82558756,14032,6707
2017-11-16,204027002,563705175,112504,377,1100824,25043974,1482,2686
